,source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
1029,T_cell,malignant_cell,GZMA,F2R,0.0393188013768226,0.03,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
1030,NK,NK,GZMA,F2R,0.213898423386189,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
1031,T_cell,NK,GZMA,F2R,0.0614827753046756,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
1032,NK,T_cell,GZMA,F2R,0.204917978012006,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
1033,T_cell,T_cell,GZMA,F2R,0.0584258392550724,0,GZMA_F2R,GZMA - F2R,PARs,Secreted Signaling,KEGG: hsa04080
1034,NK,Endo,GZMA,F2RL1,0.00393552501680054,0.02,GZMA_F2RL1,GZMA - F2RL1,PARs,Secreted Signaling,KEGG: hsa04080
1035,NK,Macro,GZMA,F2RL1,0.00741964109132654,0,GZMA_F2RL1,GZMA - F2RL1,PARs,Secreted Signaling,KEGG: hsa04080
1036,NK,NK,GZMA,F2RL1,0.00709920285573747,0.01,GZMA_F2RL1,GZMA - F2RL1,PARs,Secreted Signaling,KEGG: hsa04080
1037,NK,T_cell,GZMA,F2RL1,0.0140874039882714,0,GZMA_F2RL1,GZMA - F2RL1,PARs,Secreted Signaling,KEGG: hsa04080
1038,T_cell,T_cell,GZMA,F2RL1,0.00342833606800511,0,GZMA_F2RL1,GZMA - F2RL1,PARs,Secreted Signaling,KEGG: hsa04080
1039,NK,B_cell,GZMA,F2RL2,0.0312648683359203,0,GZMA_F2RL2,GZMA - F2RL2,PARs,Secreted Signaling,KEGG: hsa04080
1040,T_cell,B_cell,GZMA,F2RL2,0.00771031868267714,0,GZMA_F2RL2,GZMA - F2RL2,PARs,Secreted Signaling,KEGG: hsa04080
1041,NK,CAF,GZMA,F2RL2,0.0762599666533075,0,GZMA_F2RL2,GZMA - F2RL2,PARs,Secreted Signaling,KEGG: hsa04080
1042,T_cell,CAF,GZMA,F2RL2,0.0194886506086694,0,GZMA_F2RL2,GZMA - F2RL2,PARs,Secreted Signaling,KEGG: hsa04080
1043,NK,Macro,GZMA,F2RL2,0.0192864181240355,0,GZMA_F2RL2,GZMA - F2RL2,PARs,Secreted Signaling,KEGG: hsa04080
1044,NK,NK,GZMA,F2RL2,0.0492989034567317,0,GZMA_F2RL2,GZMA - F2RL2,PARs,Secreted Signaling,KEGG: hsa04080
1045,T_cell,NK,GZMA,F2RL2,0.012330682807704,0,GZMA_F2RL2,GZMA - F2RL2,PARs,Secreted Signaling,KEGG: hsa04080
1046,NK,T_cell,GZMA,F2RL2,0.0407042560992932,0,GZMA_F2RL2,GZMA - F2RL2,PARs,Secreted Signaling,KEGG: hsa04080
1047,T_cell,T_cell,GZMA,F2RL2,0.0101124287606317,0,GZMA_F2RL2,GZMA - F2RL2,PARs,Secreted Signaling,KEGG: hsa04080
1048,NK,B_cell,GZMA,F2RL3,0.192210418619646,0,GZMA_F2RL3,GZMA - F2RL3,PARs,Secreted Signaling,KEGG: hsa04080
1049,T_cell,B_cell,GZMA,F2RL3,0.0541835952885645,0,GZMA_F2RL3,GZMA - F2RL3,PARs,Secreted Signaling,KEGG: hsa04080
1050,NK,CAF,GZMA,F2RL3,0.0837155348608263,0,GZMA_F2RL3,GZMA - F2RL3,PARs,Secreted Signaling,KEGG: hsa04080
1051,NK,Endo,GZMA,F2RL3,0.239557318856017,0,GZMA_F2RL3,GZMA - F2RL3,PARs,Secreted Signaling,KEGG: hsa04080
1052,T_cell,Endo,GZMA,F2RL3,0.0704978175580124,0,GZMA_F2RL3,GZMA - F2RL3,PARs,Secreted Signaling,KEGG: hsa04080
1053,NK,Macro,GZMA,F2RL3,0.118833714587487,0,GZMA_F2RL3,GZMA - F2RL3,PARs,Secreted Signaling,KEGG: hsa04080
1054,NK,malignant_cell,GZMA,F2RL3,0.0730360456371194,0,GZMA_F2RL3,GZMA - F2RL3,PARs,Secreted Signaling,KEGG: hsa04080
1055,NK,NK,GZMA,F2RL3,0.185313085788146,0,GZMA_F2RL3,GZMA - F2RL3,PARs,Secreted Signaling,KEGG: hsa04080
1056,T_cell,NK,GZMA,F2RL3,0.0519209008496465,0,GZMA_F2RL3,GZMA - F2RL3,PARs,Secreted Signaling,KEGG: hsa04080
1057,NK,T_cell,GZMA,F2RL3,0.184902762113531,0,GZMA_F2RL3,GZMA - F2RL3,PARs,Secreted Signaling,KEGG: hsa04080
1058,T_cell,T_cell,GZMA,F2RL3,0.0517871615279206,0,GZMA_F2RL3,GZMA - F2RL3,PARs,Secreted Signaling,KEGG: hsa04080
1059,Macro,B_cell,HGF,MET,8.15696543750282e-05,0,HGF_MET,HGF - MET,HGF,Secreted Signaling,PMID: 28475121
1060,Macro,CAF,HGF,MET,0.000158844074339678,0,HGF_MET,HGF - MET,HGF,Secreted Signaling,PMID: 28475121
1061,Macro,Endo,HGF,MET,0.000480701656913455,0,HGF_MET,HGF - MET,HGF,Secreted Signaling,PMID: 28475121
1062,Macro,Macro,HGF,MET,6.5866416166366e-05,0,HGF_MET,HGF - MET,HGF,Secreted Signaling,PMID: 28475121
1063,Macro,malignant_cell,HGF,MET,0.00104213639162799,0,HGF_MET,HGF - MET,HGF,Secreted Signaling,PMID: 28475121
1064,Macro,NK,HGF,MET,6.75327666023435e-05,0,HGF_MET,HGF - MET,HGF,Secreted Signaling,PMID: 28475121
1065,Macro,T_cell,HGF,MET,8.31656213719328e-05,0,HGF_MET,HGF - MET,HGF,Secreted Signaling,PMID: 28475121
1066,Endo,CAF,SEMA3A,NRP1_PLXNA1,0.0375846360685231,0,SEMA3A_NRP1_PLXNA1,SEMA3A - (NRP1+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1067,Endo,Macro,SEMA3A,NRP1_PLXNA1,0.0235491853000566,0,SEMA3A_NRP1_PLXNA1,SEMA3A - (NRP1+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1068,Endo,Endo,SEMA3A,NRP1_PLXNA2,0.032913721346608,0,SEMA3A_NRP1_PLXNA2,SEMA3A - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
1069,Endo,CAF,SEMA3A,NRP1_PLXNA3,0.019404607941116,0,SEMA3A_NRP1_PLXNA3,SEMA3A - (NRP1+PLXNA3),SEMA3,Secreted Signaling,PMID: 27533782
1070,malignant_cell,CAF,SEMA3B,NRP1_PLXNA1,0.0437267540575205,0,SEMA3B_NRP1_PLXNA1,SEMA3B - (NRP1+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1071,malignant_cell,Macro,SEMA3B,NRP1_PLXNA1,0.0274630678571132,0,SEMA3B_NRP1_PLXNA1,SEMA3B - (NRP1+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1072,malignant_cell,Endo,SEMA3B,NRP1_PLXNA2,0.0383229091292101,0,SEMA3B_NRP1_PLXNA2,SEMA3B - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
1073,malignant_cell,CAF,SEMA3B,NRP1_PLXNA3,0.0226456355397945,0,SEMA3B_NRP1_PLXNA3,SEMA3B - (NRP1+PLXNA3),SEMA3,Secreted Signaling,PMID: 27533782
1074,CAF,CAF,SEMA3C,NRP1_PLXNA1,0.0184250620875204,0,SEMA3C_NRP1_PLXNA1,SEMA3C - (NRP1+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1075,malignant_cell,CAF,SEMA3C,NRP1_PLXNA1,0.0383868045455988,0,SEMA3C_NRP1_PLXNA1,SEMA3C - (NRP1+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1076,CAF,Macro,SEMA3C,NRP1_PLXNA1,0.0114592915812044,0,SEMA3C_NRP1_PLXNA1,SEMA3C - (NRP1+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1077,malignant_cell,Macro,SEMA3C,NRP1_PLXNA1,0.0240592839240636,0,SEMA3C_NRP1_PLXNA1,SEMA3C - (NRP1+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1078,CAF,Endo,SEMA3C,NRP1_PLXNA2,0.0160954248067108,0,SEMA3C_NRP1_PLXNA2,SEMA3C - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
1079,malignant_cell,Endo,SEMA3C,NRP1_PLXNA2,0.0336196810185115,0,SEMA3C_NRP1_PLXNA2,SEMA3C - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
1080,CAF,CAF,SEMA3C,NRP1_PLXNA3,0.00942196346059514,0,SEMA3C_NRP1_PLXNA3,SEMA3C - (NRP1+PLXNA3),SEMA3,Secreted Signaling,PMID: 27533782
1081,malignant_cell,CAF,SEMA3C,NRP1_PLXNA3,0.019826753811054,0,SEMA3C_NRP1_PLXNA3,SEMA3C - (NRP1+PLXNA3),SEMA3,Secreted Signaling,PMID: 27533782
1082,Endo,CAF,SEMA3D,NRP1_PLXNA1,0.020692470484137,0,SEMA3D_NRP1_PLXNA1,SEMA3D - (NRP1+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1083,Endo,Macro,SEMA3D,NRP1_PLXNA1,0.0128807334243066,0,SEMA3D_NRP1_PLXNA1,SEMA3D - (NRP1+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1084,Endo,Endo,SEMA3D,NRP1_PLXNA2,0.0180814265046615,0,SEMA3D_NRP1_PLXNA2,SEMA3D - (NRP1+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
1085,Endo,CAF,SEMA3D,NRP1_PLXNA3,0.0105933977080341,0,SEMA3D_NRP1_PLXNA3,SEMA3D - (NRP1+PLXNA3),SEMA3,Secreted Signaling,PMID: 27533782
1086,malignant_cell,CAF,SEMA3B,NRP2_PLXNA1,0.0112355489549125,0,SEMA3B_NRP2_PLXNA1,SEMA3B - (NRP2+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1087,malignant_cell,Macro,SEMA3B,NRP2_PLXNA1,0.017392739478853,0,SEMA3B_NRP2_PLXNA1,SEMA3B - (NRP2+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1088,malignant_cell,malignant_cell,SEMA3B,NRP2_PLXNA1,0.0670215077712686,0,SEMA3B_NRP2_PLXNA1,SEMA3B - (NRP2+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1089,malignant_cell,Endo,SEMA3B,NRP2_PLXNA2,0.0578644865428674,0,SEMA3B_NRP2_PLXNA2,SEMA3B - (NRP2+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
1090,malignant_cell,CAF,SEMA3B,NRP2_PLXNA3,0.00572499611551466,0,SEMA3B_NRP2_PLXNA3,SEMA3B - (NRP2+PLXNA3),SEMA3,Secreted Signaling,PMID: 27533782
1091,CAF,CAF,SEMA3C,NRP2_PLXNA1,0.00464302030692443,0,SEMA3C_NRP2_PLXNA1,SEMA3C - (NRP2+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1092,malignant_cell,CAF,SEMA3C,NRP2_PLXNA1,0.00982269666272285,0,SEMA3C_NRP2_PLXNA1,SEMA3C - (NRP2+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1093,CAF,Macro,SEMA3C,NRP2_PLXNA1,0.00721379870854404,0,SEMA3C_NRP2_PLXNA1,SEMA3C - (NRP2+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1094,malignant_cell,Macro,SEMA3C,NRP2_PLXNA1,0.0152175465107569,0,SEMA3C_NRP2_PLXNA1,SEMA3C - (NRP2+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1095,CAF,malignant_cell,SEMA3C,NRP2_PLXNA1,0.0286444861518622,0,SEMA3C_NRP2_PLXNA1,SEMA3C - (NRP2+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1096,malignant_cell,malignant_cell,SEMA3C,NRP2_PLXNA1,0.0590123357623305,0,SEMA3C_NRP2_PLXNA1,SEMA3C - (NRP2+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1097,CAF,Endo,SEMA3C,NRP2_PLXNA2,0.0245926327883166,0,SEMA3C_NRP2_PLXNA2,SEMA3C - (NRP2+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
1098,malignant_cell,Endo,SEMA3C,NRP2_PLXNA2,0.0508899043978536,0,SEMA3C_NRP2_PLXNA2,SEMA3C - (NRP2+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
1099,CAF,CAF,SEMA3C,NRP2_PLXNA3,0.00235810759422922,0,SEMA3C_NRP2_PLXNA3,SEMA3C - (NRP2+PLXNA3),SEMA3,Secreted Signaling,PMID: 27533782
1100,malignant_cell,CAF,SEMA3C,NRP2_PLXNA3,0.00500158182521556,0,SEMA3C_NRP2_PLXNA3,SEMA3C - (NRP2+PLXNA3),SEMA3,Secreted Signaling,PMID: 27533782
1101,Endo,CAF,SEMA3D,NRP2_PLXNA1,0.00522342087897699,0,SEMA3D_NRP2_PLXNA1,SEMA3D - (NRP2+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1102,Endo,Macro,SEMA3D,NRP2_PLXNA1,0.00811293999777893,0,SEMA3D_NRP2_PLXNA1,SEMA3D - (NRP2+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1103,Endo,malignant_cell,SEMA3D,NRP2_PLXNA1,0.0321283446272772,0,SEMA3D_NRP2_PLXNA1,SEMA3D - (NRP2+PLXNA1),SEMA3,Secreted Signaling,PMID: 27533782
1104,Endo,Endo,SEMA3D,NRP2_PLXNA2,0.0275976897181223,0,SEMA3D_NRP2_PLXNA2,SEMA3D - (NRP2+PLXNA2),SEMA3,Secreted Signaling,PMID: 27533782
1105,Endo,CAF,SEMA3D,NRP2_PLXNA3,0.00265364422575168,0,SEMA3D_NRP2_PLXNA3,SEMA3D - (NRP2+PLXNA3),SEMA3,Secreted Signaling,PMID: 27533782
1106,CAF,CAF,SEMA3C,NRP1_NRP2,0.0113927697834814,0,SEMA3C_NRP1_NRP2,SEMA3C - (NRP1+NRP2),SEMA3,Secreted Signaling,PMID: 27533782
1107,malignant_cell,CAF,SEMA3C,NRP1_NRP2,0.0239213884797814,0,SEMA3C_NRP1_NRP2,SEMA3C - (NRP1+NRP2),SEMA3,Secreted Signaling,PMID: 27533782
1108,CAF,Endo,SEMA3C,NRP1_NRP2,0.0295497133314303,0,SEMA3C_NRP1_NRP2,SEMA3C - (NRP1+NRP2),SEMA3,Secreted Signaling,PMID: 27533782
1109,malignant_cell,Endo,SEMA3C,NRP1_NRP2,0.0608171653740631,0,SEMA3C_NRP1_NRP2,SEMA3C - (NRP1+NRP2),SEMA3,Secreted Signaling,PMID: 27533782
1110,CAF,Macro,SEMA3C,NRP1_NRP2,0.0167714945793615,0,SEMA3C_NRP1_NRP2,SEMA3C - (NRP1+NRP2),SEMA3,Secreted Signaling,PMID: 27533782
1111,malignant_cell,Macro,SEMA3C,NRP1_NRP2,0.0350056482881915,0,SEMA3C_NRP1_NRP2,SEMA3C - (NRP1+NRP2),SEMA3,Secreted Signaling,PMID: 27533782
1112,CAF,CAF,SEMA3C,PLXND1,0.00948247788067826,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
1113,malignant_cell,CAF,SEMA3C,PLXND1,0.0199527489896148,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
1114,CAF,Endo,SEMA3C,PLXND1,0.0440701776241744,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
1115,malignant_cell,Endo,SEMA3C,PLXND1,0.0892885247779422,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
1116,CAF,Macro,SEMA3C,PLXND1,0.0188263615261833,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
1117,malignant_cell,Macro,SEMA3C,PLXND1,0.0392055071790906,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
1118,CAF,malignant_cell,SEMA3C,PLXND1,0.00288780092227625,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
1119,malignant_cell,malignant_cell,SEMA3C,PLXND1,0.00612142591571145,0,SEMA3C_PLXND1,SEMA3C - PLXND1,SEMA3,Secreted Signaling,PMID: 27533782
1120,Macro,CAF,SEMA3E,PLXND1,0.000646863524858628,0.01,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
1121,NK,CAF,SEMA3E,PLXND1,0.000284865943397676,0.01,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
1122,T_cell,CAF,SEMA3E,PLXND1,0.00191182454383667,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
1123,Macro,Endo,SEMA3E,PLXND1,0.00310742859200357,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
1124,NK,Endo,SEMA3E,PLXND1,0.00137033843978218,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
1125,T_cell,Endo,SEMA3E,PLXND1,0.00914009045897562,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
1126,Macro,Macro,SEMA3E,PLXND1,0.0012956612398824,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
1127,NK,Macro,SEMA3E,PLXND1,0.000570791042963549,0.01,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
1128,T_cell,Macro,SEMA3E,PLXND1,0.00382451018188371,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
1129,Macro,malignant_cell,SEMA3E,PLXND1,0.000195781744185757,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
1130,NK,malignant_cell,SEMA3E,PLXND1,8.61966472206731e-05,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
1131,T_cell,malignant_cell,SEMA3E,PLXND1,0.000579150016624035,0,SEMA3E_PLXND1,SEMA3E - PLXND1,SEMA3,Secreted Signaling,PMID: 22325954
1132,CAF,Endo,ADM,CALCRL,0.162192465156542,0,ADM_CALCRL,ADM - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
1133,Endo,Endo,ADM,CALCRL,0.0811639521325076,0,ADM_CALCRL,ADM - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
1134,Macro,Endo,ADM,CALCRL,0.0982194829101472,0,ADM_CALCRL,ADM - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
1135,malignant_cell,Endo,ADM,CALCRL,0.0691045486648722,0,ADM_CALCRL,ADM - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
1136,CAF,Macro,ANXA1,FPR2,0.0861915438932108,0,ANXA1_FPR2,ANXA1 - FPR2,ANNEXIN,Secreted Signaling,PMID: 23230437
1137,Endo,Macro,ANXA1,FPR2,0.022306971519834,0,ANXA1_FPR2,ANXA1 - FPR2,ANNEXIN,Secreted Signaling,PMID: 23230437
1138,Macro,Macro,ANXA1,FPR2,0.0887917030188008,0,ANXA1_FPR2,ANXA1 - FPR2,ANNEXIN,Secreted Signaling,PMID: 23230437
1139,malignant_cell,Macro,ANXA1,FPR2,0.0660384994958408,0,ANXA1_FPR2,ANXA1 - FPR2,ANNEXIN,Secreted Signaling,PMID: 23230437
1140,NK,Macro,ANXA1,FPR2,0.0506892296320054,0,ANXA1_FPR2,ANXA1 - FPR2,ANNEXIN,Secreted Signaling,PMID: 23230437
1141,T_cell,Macro,ANXA1,FPR2,0.0251339803733278,0,ANXA1_FPR2,ANXA1 - FPR2,ANNEXIN,Secreted Signaling,PMID: 23230437
1142,CAF,Macro,ANXA1,FPR1,0.260609345662444,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
1143,Endo,Macro,ANXA1,FPR1,0.0785617038582716,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
1144,Macro,Macro,ANXA1,FPR1,0.266934200256182,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
1145,malignant_cell,Macro,ANXA1,FPR1,0.209001888616354,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
1146,NK,Macro,ANXA1,FPR1,0.166341944897831,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
1147,T_cell,Macro,ANXA1,FPR1,0.0878771965708805,0,ANXA1_FPR1,ANXA1 - FPR1,ANNEXIN,Secreted Signaling,PMID: 23230437
1148,CAF,B_cell,GAS6,AXL,0.0425133011097317,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1149,Endo,B_cell,GAS6,AXL,0.113539392219018,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1150,Macro,B_cell,GAS6,AXL,0.0255146522922284,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1151,CAF,CAF,GAS6,AXL,0.0764551917559961,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1152,Endo,CAF,GAS6,AXL,0.192770681349064,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1153,Macro,CAF,GAS6,AXL,0.0465448404053879,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1154,CAF,Endo,GAS6,AXL,0.0220437885079277,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1155,Endo,Endo,GAS6,AXL,0.0610524641595208,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1156,Macro,Endo,GAS6,AXL,0.0131176032200635,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1157,CAF,Macro,GAS6,AXL,0.0630814895665949,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1158,Endo,Macro,GAS6,AXL,0.16263373178403,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1159,Macro,Macro,GAS6,AXL,0.0381867872055271,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1160,CAF,malignant_cell,GAS6,AXL,0.0169922482009636,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1161,Endo,malignant_cell,GAS6,AXL,0.0474958663820846,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1162,Macro,malignant_cell,GAS6,AXL,0.0100904762517368,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1163,CAF,NK,GAS6,AXL,0.0391659570190145,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1164,Endo,NK,GAS6,AXL,0.105214228520013,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1165,Macro,NK,GAS6,AXL,0.0234729091879501,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1166,CAF,T_cell,GAS6,AXL,0.0452495420956722,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1167,Endo,T_cell,GAS6,AXL,0.120272789358113,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1168,Macro,T_cell,GAS6,AXL,0.0271878923811002,0,GAS6_AXL,GAS6 - AXL,GAS,Secreted Signaling,PMID: 27801848
1169,CAF,Macro,GAS6,MERTK,0.0179883299221995,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
1170,Endo,Macro,GAS6,MERTK,0.0501887686586629,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
1171,Macro,Macro,GAS6,MERTK,0.0106863759055475,0,GAS6_MERTK,GAS6 - MERTK,GAS,Secreted Signaling,PMID: 27801848
1172,CAF,malignant_cell,GAS6,TYRO3,0.0106083826783849,0,GAS6_TYRO3,GAS6 - TYRO3,GAS,Secreted Signaling,PMID: 27801848
1173,Endo,malignant_cell,GAS6,TYRO3,0.0300017740429295,0,GAS6_TYRO3,GAS6 - TYRO3,GAS,Secreted Signaling,PMID: 27801848
1174,Macro,malignant_cell,GAS6,TYRO3,0.00628298379429064,0,GAS6_TYRO3,GAS6 - TYRO3,GAS,Secreted Signaling,PMID: 27801848
1175,CAF,Macro,GRN,SORT1,0.0541066574742267,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
1176,Endo,Macro,GRN,SORT1,0.0622405661322853,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
1177,Macro,Macro,GRN,SORT1,0.0709218355969731,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
1178,malignant_cell,Macro,GRN,SORT1,0.0575018001096743,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
1179,B_cell,malignant_cell,GRN,SORT1,0.0777934491621731,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
1180,CAF,malignant_cell,GRN,SORT1,0.219166828220502,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
1181,Endo,malignant_cell,GRN,SORT1,0.245669734408315,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
1182,Macro,malignant_cell,GRN,SORT1,0.272501020743845,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
1183,malignant_cell,malignant_cell,GRN,SORT1,0.230396540350546,0,GRN_SORT1,GRN - SORT1,GRN,Secreted Signaling,PMID: 29555433
1184,B_cell,Endo,IAPP,CALCRL,0.214238989187281,0,IAPP_CALCRL,IAPP - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
1185,CAF,Endo,IAPP,CALCRL,0.0578255123182839,0,IAPP_CALCRL,IAPP - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
1186,Endo,Endo,IAPP,CALCRL,0.136406996161155,0,IAPP_CALCRL,IAPP - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
1187,Macro,Endo,IAPP,CALCRL,0.124085362795578,0,IAPP_CALCRL,IAPP - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
1188,malignant_cell,Endo,IAPP,CALCRL,0.0776176909180065,0,IAPP_CALCRL,IAPP - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
1189,NK,Endo,IAPP,CALCRL,0.180103624745544,0,IAPP_CALCRL,IAPP - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
1190,T_cell,Endo,IAPP,CALCRL,0.207868394124543,0,IAPP_CALCRL,IAPP - CALCRL,CALCR,Secreted Signaling,KEGG: hsa04080
1191,T_cell,B_cell,LEP,LEPR,0.00178151594262687,0,LEP_LEPR,LEP - LEPR,LEP,Secreted Signaling,KEGG: hsa04080
