id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B cell|B cell	B cell|Basal	B cell|CTL	B cell|Ciliated	B cell|Ciliated-diff	B cell|FOXN4	B cell|IRC	B cell|Ionocyte	B cell|MC	B cell|MoMa	B cell|NK	B cell|NKT	B cell|NKT-p	B cell|Neu	B cell|Secretory	B cell|Secretory-diff	B cell|Squamous	B cell|Treg	B cell|moDC	B cell|nrMa	B cell|pDC	B cell|rMa	Basal|B cell	Basal|Basal	Basal|CTL	Basal|Ciliated	Basal|Ciliated-diff	Basal|FOXN4	Basal|IRC	Basal|Ionocyte	Basal|MC	Basal|MoMa	Basal|NK	Basal|NKT	Basal|NKT-p	Basal|Neu	Basal|Secretory	Basal|Secretory-diff	Basal|Squamous	Basal|Treg	Basal|moDC	Basal|nrMa	Basal|pDC	Basal|rMa	CTL|B cell	CTL|Basal	CTL|CTL	CTL|Ciliated	CTL|Ciliated-diff	CTL|FOXN4	CTL|IRC	CTL|Ionocyte	CTL|MC	CTL|MoMa	CTL|NK	CTL|NKT	CTL|NKT-p	CTL|Neu	CTL|Secretory	CTL|Secretory-diff	CTL|Squamous	CTL|Treg	CTL|moDC	CTL|nrMa	CTL|pDC	CTL|rMa	Ciliated|B cell	Ciliated|Basal	Ciliated|CTL	Ciliated|Ciliated	Ciliated|Ciliated-diff	Ciliated|FOXN4	Ciliated|IRC	Ciliated|Ionocyte	Ciliated|MC	Ciliated|MoMa	Ciliated|NK	Ciliated|NKT	Ciliated|NKT-p	Ciliated|Neu	Ciliated|Secretory	Ciliated|Secretory-diff	Ciliated|Squamous	Ciliated|Treg	Ciliated|moDC	Ciliated|nrMa	Ciliated|pDC	Ciliated|rMa	Ciliated-diff|B cell	Ciliated-diff|Basal	Ciliated-diff|CTL	Ciliated-diff|Ciliated	Ciliated-diff|Ciliated-diff	Ciliated-diff|FOXN4	Ciliated-diff|IRC	Ciliated-diff|Ionocyte	Ciliated-diff|MC	Ciliated-diff|MoMa	Ciliated-diff|NK	Ciliated-diff|NKT	Ciliated-diff|NKT-p	Ciliated-diff|Neu	Ciliated-diff|Secretory	Ciliated-diff|Secretory-diff	Ciliated-diff|Squamous	Ciliated-diff|Treg	Ciliated-diff|moDC	Ciliated-diff|nrMa	Ciliated-diff|pDC	Ciliated-diff|rMa	FOXN4|B cell	FOXN4|Basal	FOXN4|CTL	FOXN4|Ciliated	FOXN4|Ciliated-diff	FOXN4|FOXN4	FOXN4|IRC	FOXN4|Ionocyte	FOXN4|MC	FOXN4|MoMa	FOXN4|NK	FOXN4|NKT	FOXN4|NKT-p	FOXN4|Neu	FOXN4|Secretory	FOXN4|Secretory-diff	FOXN4|Squamous	FOXN4|Treg	FOXN4|moDC	FOXN4|nrMa	FOXN4|pDC	FOXN4|rMa	IRC|B cell	IRC|Basal	IRC|CTL	IRC|Ciliated	IRC|Ciliated-diff	IRC|FOXN4	IRC|IRC	IRC|Ionocyte	IRC|MC	IRC|MoMa	IRC|NK	IRC|NKT	IRC|NKT-p	IRC|Neu	IRC|Secretory	IRC|Secretory-diff	IRC|Squamous	IRC|Treg	IRC|moDC	IRC|nrMa	IRC|pDC	IRC|rMa	Ionocyte|B cell	Ionocyte|Basal	Ionocyte|CTL	Ionocyte|Ciliated	Ionocyte|Ciliated-diff	Ionocyte|FOXN4	Ionocyte|IRC	Ionocyte|Ionocyte	Ionocyte|MC	Ionocyte|MoMa	Ionocyte|NK	Ionocyte|NKT	Ionocyte|NKT-p	Ionocyte|Neu	Ionocyte|Secretory	Ionocyte|Secretory-diff	Ionocyte|Squamous	Ionocyte|Treg	Ionocyte|moDC	Ionocyte|nrMa	Ionocyte|pDC	Ionocyte|rMa	MC|B cell	MC|Basal	MC|CTL	MC|Ciliated	MC|Ciliated-diff	MC|FOXN4	MC|IRC	MC|Ionocyte	MC|MC	MC|MoMa	MC|NK	MC|NKT	MC|NKT-p	MC|Neu	MC|Secretory	MC|Secretory-diff	MC|Squamous	MC|Treg	MC|moDC	MC|nrMa	MC|pDC	MC|rMa	MoMa|B cell	MoMa|Basal	MoMa|CTL	MoMa|Ciliated	MoMa|Ciliated-diff	MoMa|FOXN4	MoMa|IRC	MoMa|Ionocyte	MoMa|MC	MoMa|MoMa	MoMa|NK	MoMa|NKT	MoMa|NKT-p	MoMa|Neu	MoMa|Secretory	MoMa|Secretory-diff	MoMa|Squamous	MoMa|Treg	MoMa|moDC	MoMa|nrMa	MoMa|pDC	MoMa|rMa	NK|B cell	NK|Basal	NK|CTL	NK|Ciliated	NK|Ciliated-diff	NK|FOXN4	NK|IRC	NK|Ionocyte	NK|MC	NK|MoMa	NK|NK	NK|NKT	NK|NKT-p	NK|Neu	NK|Secretory	NK|Secretory-diff	NK|Squamous	NK|Treg	NK|moDC	NK|nrMa	NK|pDC	NK|rMa	NKT|B cell	NKT|Basal	NKT|CTL	NKT|Ciliated	NKT|Ciliated-diff	NKT|FOXN4	NKT|IRC	NKT|Ionocyte	NKT|MC	NKT|MoMa	NKT|NK	NKT|NKT	NKT|NKT-p	NKT|Neu	NKT|Secretory	NKT|Secretory-diff	NKT|Squamous	NKT|Treg	NKT|moDC	NKT|nrMa	NKT|pDC	NKT|rMa	NKT-p|B cell	NKT-p|Basal	NKT-p|CTL	NKT-p|Ciliated	NKT-p|Ciliated-diff	NKT-p|FOXN4	NKT-p|IRC	NKT-p|Ionocyte	NKT-p|MC	NKT-p|MoMa	NKT-p|NK	NKT-p|NKT	NKT-p|NKT-p	NKT-p|Neu	NKT-p|Secretory	NKT-p|Secretory-diff	NKT-p|Squamous	NKT-p|Treg	NKT-p|moDC	NKT-p|nrMa	NKT-p|pDC	NKT-p|rMa	Neu|B cell	Neu|Basal	Neu|CTL	Neu|Ciliated	Neu|Ciliated-diff	Neu|FOXN4	Neu|IRC	Neu|Ionocyte	Neu|MC	Neu|MoMa	Neu|NK	Neu|NKT	Neu|NKT-p	Neu|Neu	Neu|Secretory	Neu|Secretory-diff	Neu|Squamous	Neu|Treg	Neu|moDC	Neu|nrMa	Neu|pDC	Neu|rMa	Secretory|B cell	Secretory|Basal	Secretory|CTL	Secretory|Ciliated	Secretory|Ciliated-diff	Secretory|FOXN4	Secretory|IRC	Secretory|Ionocyte	Secretory|MC	Secretory|MoMa	Secretory|NK	Secretory|NKT	Secretory|NKT-p	Secretory|Neu	Secretory|Secretory	Secretory|Secretory-diff	Secretory|Squamous	Secretory|Treg	Secretory|moDC	Secretory|nrMa	Secretory|pDC	Secretory|rMa	Secretory-diff|B cell	Secretory-diff|Basal	Secretory-diff|CTL	Secretory-diff|Ciliated	Secretory-diff|Ciliated-diff	Secretory-diff|FOXN4	Secretory-diff|IRC	Secretory-diff|Ionocyte	Secretory-diff|MC	Secretory-diff|MoMa	Secretory-diff|NK	Secretory-diff|NKT	Secretory-diff|NKT-p	Secretory-diff|Neu	Secretory-diff|Secretory	Secretory-diff|Secretory-diff	Secretory-diff|Squamous	Secretory-diff|Treg	Secretory-diff|moDC	Secretory-diff|nrMa	Secretory-diff|pDC	Secretory-diff|rMa	Squamous|B cell	Squamous|Basal	Squamous|CTL	Squamous|Ciliated	Squamous|Ciliated-diff	Squamous|FOXN4	Squamous|IRC	Squamous|Ionocyte	Squamous|MC	Squamous|MoMa	Squamous|NK	Squamous|NKT	Squamous|NKT-p	Squamous|Neu	Squamous|Secretory	Squamous|Secretory-diff	Squamous|Squamous	Squamous|Treg	Squamous|moDC	Squamous|nrMa	Squamous|pDC	Squamous|rMa	Treg|B cell	Treg|Basal	Treg|CTL	Treg|Ciliated	Treg|Ciliated-diff	Treg|FOXN4	Treg|IRC	Treg|Ionocyte	Treg|MC	Treg|MoMa	Treg|NK	Treg|NKT	Treg|NKT-p	Treg|Neu	Treg|Secretory	Treg|Secretory-diff	Treg|Squamous	Treg|Treg	Treg|moDC	Treg|nrMa	Treg|pDC	Treg|rMa	moDC|B cell	moDC|Basal	moDC|CTL	moDC|Ciliated	moDC|Ciliated-diff	moDC|FOXN4	moDC|IRC	moDC|Ionocyte	moDC|MC	moDC|MoMa	moDC|NK	moDC|NKT	moDC|NKT-p	moDC|Neu	moDC|Secretory	moDC|Secretory-diff	moDC|Squamous	moDC|Treg	moDC|moDC	moDC|nrMa	moDC|pDC	moDC|rMa	nrMa|B cell	nrMa|Basal	nrMa|CTL	nrMa|Ciliated	nrMa|Ciliated-diff	nrMa|FOXN4	nrMa|IRC	nrMa|Ionocyte	nrMa|MC	nrMa|MoMa	nrMa|NK	nrMa|NKT	nrMa|NKT-p	nrMa|Neu	nrMa|Secretory	nrMa|Secretory-diff	nrMa|Squamous	nrMa|Treg	nrMa|moDC	nrMa|nrMa	nrMa|pDC	nrMa|rMa	pDC|B cell	pDC|Basal	pDC|CTL	pDC|Ciliated	pDC|Ciliated-diff	pDC|FOXN4	pDC|IRC	pDC|Ionocyte	pDC|MC	pDC|MoMa	pDC|NK	pDC|NKT	pDC|NKT-p	pDC|Neu	pDC|Secretory	pDC|Secretory-diff	pDC|Squamous	pDC|Treg	pDC|moDC	pDC|nrMa	pDC|pDC	pDC|rMa	rMa|B cell	rMa|Basal	rMa|CTL	rMa|Ciliated	rMa|Ciliated-diff	rMa|FOXN4	rMa|IRC	rMa|Ionocyte	rMa|MC	rMa|MoMa	rMa|NK	rMa|NKT	rMa|NKT-p	rMa|Neu	rMa|Secretory	rMa|Secretory-diff	rMa|Squamous	rMa|Treg	rMa|moDC	rMa|nrMa	rMa|pDC	rMa|rMa
CPI-SS00EDDD458	EGFR_MIF	simple:P00533	simple:P14174	EGFR	MIF	True	True	False	IMEx,InnateDB-All	False	0.147																																																																			0.838	0.65	0.578	0.77	0.423	0.949		1.103				0.548	0.726		0.768			0.691	0.446			0.506																							0.871	0.682	0.61	0.802	0.455	0.981		1.135				0.58	0.759		0.8			0.724	0.478			0.538																							1.297	1.109	1.037	1.229	0.882	1.408		1.562	0.833	0.743	1.302	1.007	1.185		1.227	0.693	0.684	1.151	0.905	0.791	0.947	0.965																																																																																																																																					0.9	0.711	0.639	0.831	0.484	1.01		1.164				0.609	0.788		0.829			0.753	0.508			0.567																							0.79	0.601	0.529	0.721		0.9		1.054				0.499	0.678		0.719			0.643	0.398			0.457																																																																																																														
CPI-SS09C52F54E	LGALS9_SORL1	simple:O00182	simple:Q92673	LGALS9	SORL1	True	False	True	InnateDB-All	False	0.149						0.429		0.539						0.684	0.471													0.442		0.552						0.698	0.484															0.439						0.585	0.372													0.357		0.467						0.613	0.399																																			0.424		0.534						0.68	0.466															0.523						0.669	0.455															0.431						0.577																																				0.608		0.718						0.864	0.65			0.48																																																						0.426		0.536						0.682	0.468																																	0.302		0.486		0.596						0.742	0.528			0.358		0.305																																0.458						0.604	0.39													0.36		0.47						0.616	0.402								0.342			0.33		0.514		0.624						0.77	0.556			0.386		0.333						0.323		0.507		0.617						0.763	0.549			0.38		0.326										0.514						0.66	0.446											0.329		0.513		0.623						0.769	0.555			0.385		0.332		
CPI-SS00150FB64	HLA-F_LILRB1	simple:P30511	simple:Q8NHL6	HLA-F	LILRB1	True	False	True	curated	False	0.153	0.51								0.643	1.321										0.596	0.483																								0.617								0.751	1.428										0.703	0.591		0.45								0.584	1.261										0.536	0.424										0.374	1.052										0.327			0.586								0.72	1.397										0.672	0.56		0.362								0.495	1.172										0.448	0.335		0.933								1.067	1.744										1.02	0.907											1.021																					0.527	1.204										0.479												1.07																																												1.03										0.305			0.284								0.417	1.095										0.37			0.7								0.833	1.51										0.786	0.673		0.356								0.489	1.166										0.442	0.329										0.362	1.039										0.314			0.55								0.683	1.36										0.636	0.523										0.348	1.025										0.3			0.287								0.421	1.098										0.373											0.335	1.012																					0.36	1.037										0.313		
CPI-SS0A9FB762A	LGALS9_PTPRK	simple:O00182	simple:Q15262	LGALS9	PTPRK	True	False	True	InnateDB-All	False	0.155				0.262		0.332		0.292			0.353				0.38		0.341									0.276		0.345		0.305			0.366				0.393		0.354											0.233									0.281		0.242											0.26									0.308		0.27																															0.258		0.327					0.349				0.376		0.337									0.247		0.317		0.276			0.338				0.365		0.326																																																					0.441		0.511		0.471			0.532				0.559		0.52																																																					0.26		0.329		0.289			0.351				0.377		0.339																															0.32		0.389		0.349			0.41				0.437		0.398																																	0.251									0.299		0.261											0.263									0.311		0.272									0.348		0.417		0.377			0.438				0.465		0.426									0.341		0.41		0.37			0.431				0.458		0.419											0.307					0.329				0.356		0.317									0.347		0.416		0.376			0.437				0.464		0.425					
CPI-SS0BD9F32BA	LGALS9_DAG1	simple:O00182	simple:Q14118	LGALS9	DAG1	True	False	True	InnateDB-All	False	0.155				0.294		0.315		0.289			0.312				0.31											0.307		0.329		0.303			0.325				0.324		0.213									0.195											0.211											0.223		0.244					0.241				0.239																																	0.29		0.311		0.285			0.308				0.306											0.279		0.3		0.274			0.297				0.295																																																							0.473		0.495		0.468			0.491				0.49		0.379																																																					0.291		0.313		0.287			0.309				0.308		0.197																															0.351		0.373		0.346			0.369				0.368		0.257																															0.213		0.235					0.231				0.23											0.225		0.247		0.221							0.242											0.379		0.401		0.375			0.397				0.396		0.285									0.372		0.394		0.368			0.39				0.389		0.278									0.27		0.291					0.288				0.286											0.378		0.4		0.374			0.396				0.395		0.284					
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	TNFRSF1A	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.19																																													0.532					0.485				0.795					0.817	0.48			0.604	0.771		0.434	0.481									0.743					0.766	0.428			0.552	0.72																																		0.73					0.753				0.539	0.707																																		0.74					0.762				0.549	0.716																									0.926			0.689		0.879	0.789	0.839		1.189	0.873		0.768	0.707	1.211	0.874	0.778		0.998	1.165	0.857	0.828	0.48									0.742					0.765				0.551	0.719																																															0.598					0.552	0.461			0.861			0.441	0.379	0.883	0.546	0.45		0.67	0.837	0.529	0.5	0.579					0.532	0.442			0.842			0.421		0.864	0.527	0.431		0.651	0.818	0.509	0.481																							0.478									0.741					0.764	0.426			0.55	0.718			0.539					0.492				0.801					0.824	0.486	0.39		0.61	0.778		0.441																							0.475									0.737					0.76	0.422			0.546	0.714																	0.709				0.495	0.663																								
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	LAMP1	FAM3C	True	True	False	InnateDB-All	False	0.194	0.303			0.433				0.348							0.446		0.321																												0.416		0.379	0.546		0.442		0.461							0.559		0.434	0.343					0.397		0.361	0.527		0.423		0.442							0.54		0.416	0.324																											0.53		0.493	0.66		0.556		0.575							0.673		0.548	0.457			0.42																								0.429		0.392	0.559		0.454		0.474							0.572		0.447	0.355																														0.43											0.443																																																							0.379											0.392								0.281		0.245	0.411				0.326							0.424		0.3						0.587		0.551	0.717		0.613		0.632							0.73		0.606	0.514			0.478		0.297		0.26	0.427		0.323		0.342							0.44		0.315						0.339		0.302	0.469		0.364		0.383							0.482		0.357	0.265					0.473		0.436	0.603		0.499		0.518							0.616		0.491	0.4			0.363																								0.436		0.399	0.566		0.462		0.481							0.579		0.454	0.363			0.326					0.454		0.35									0.467		0.342																											
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	HLA-C	FAM3C	True	True	False	InnateDB-All	False	0.211	1.263			1.393		1.288		1.307							1.406		1.281																												1.846		1.81	1.976		1.872		1.891			1.729				1.989		1.865	1.773			1.737		1.466		1.429	1.596		1.492		1.511							1.609		1.484	1.393			1.356																								1.622		1.585	1.752		1.648		1.667							1.765		1.64	1.549			1.512		1.61		1.573	1.74		1.636		1.655							1.753		1.628	1.537			1.5		2.004		1.967	2.134		2.03		2.049			1.886				2.147		2.022	1.931			1.894																								1.681		1.645	1.811		1.707		1.726							1.824		1.7	1.608			1.572																																																																				1.531		1.494	1.661		1.556		1.575							1.674		1.549	1.457			1.421		1.789		1.752	1.919		1.814		1.834			1.671				1.932		1.807	1.715			1.679		1.585		1.549	1.716		1.611		1.63							1.728		1.604	1.512			1.476																								1.696		1.66	1.826		1.722		1.741			1.579				1.839		1.715	1.623			1.587																											1.256											1.269																																																			
CPI-SS0703338F5	LGALS9_CD44	simple:O00182	simple:P16070	LGALS9	CD44	True	False	True	InnateDB	False	0.238	0.815		0.598						0.842		0.922			0.691				0.593		0.875			0.828		0.611						0.855		0.935			0.705				0.606		0.888			0.716		0.499						0.743		0.823			0.592				0.494		0.775			0.743		0.527						0.77		0.851			0.62				0.522		0.803																									0.81		0.594						0.837		0.918			0.687				0.589		0.87			0.8		0.583						0.827		0.907			0.676				0.578		0.859			0.708		0.491								0.815			0.584				0.486		0.767																									0.994		0.777						1.021		1.101			0.87				0.772		1.054																																															0.812		0.596						0.839		0.92			0.689				0.59		0.872																									0.872		0.655						0.899		0.979			0.749	0.428			0.65		0.932																									0.734		0.518						0.761		0.842			0.611				0.512		0.794			0.746		0.529						0.773		0.853			0.623				0.524		0.806			0.9		0.683						0.927		1.007			0.777	0.456			0.678		0.96			0.893		0.676						0.92		1.001			0.77	0.449			0.671		0.953			0.791		0.574						0.818		0.898			0.667				0.569		0.85			0.899		0.682						0.926		1.006			0.776	0.455			0.677		0.959		
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	CD74	APP	False	True	False	curated	False	0.264	2.114			2.391		2.29		2.252		2.226	2.437				2.456	2.233	2.425			2.141	2.441																																														1.253			1.53		1.429		1.391		1.364	1.576				1.595	1.371	1.564			1.28	1.579					1.036											1.101		1.07									1.318		1.217		1.179		1.153	1.365				1.383		1.353				1.368		1.182			1.458		1.357		1.319		1.293	1.505				1.523	1.3	1.493			1.208	1.508																																																	1.72		1.619		1.581		1.555	1.767				1.786	1.562	1.755				1.77																																														1.13			1.406		1.305		1.267		1.241	1.453				1.471	1.248	1.441			1.157	1.456																								1.238			1.514		1.413		1.375		1.349	1.561				1.58	1.356	1.549			1.265	1.564					1.229		1.128		1.09		1.064	1.275				1.294	1.071	1.263				1.279																																														1.838			2.114		2.013		1.975		1.949	2.161				2.179	1.956	2.149			1.865	2.164		1.247			1.524		1.423		1.385		1.359	1.57				1.589	1.366	1.558			1.274	1.574		1.845			2.122		2.021		1.983		1.957	2.168				2.187	1.964	2.156			1.872	2.172		1.699			1.976		1.875		1.837		1.811	2.022				2.041	1.818	2.01			1.726	2.026	
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	CD74	COPA	True	True	False	IMEx,IntAct	False	0.277	2.333		2.222	2.314		2.289		2.25			2.369		2.151		2.356		2.14	2.231		2.205	2.303																																														1.472		1.36	1.452		1.428		1.389			1.507		1.29		1.494		1.278	1.369		1.343	1.442																1.0								1.26			1.241		1.216		1.177			1.296				1.283			1.158			1.23		1.4		1.289	1.381		1.356		1.317			1.436		1.218		1.423		1.207	1.298		1.272	1.37																																														1.663			1.643		1.618		1.579			1.698				1.685			1.56			1.633																																														1.349		1.237	1.329		1.304		1.265			1.384		1.166		1.371		1.155	1.246		1.22	1.319																								1.457		1.345	1.437		1.412		1.373			1.492		1.274		1.479		1.263	1.354		1.328	1.427		1.171		1.06	1.152		1.127		1.088							1.194			1.069		1.043	1.141																																														2.056		1.945	2.037		2.012		1.973			2.092		1.874		2.079		1.863	1.954		1.928	2.027		1.466		1.355	1.447		1.422		1.383			1.502		1.284		1.489		1.273	1.364		1.338	1.436		2.064		1.953	2.045		2.02		1.981			2.1		1.882		2.087		1.871	1.962		1.936	2.034		1.918		1.807	1.899		1.874		1.835			1.954		1.736		1.941		1.725	1.816		1.79	1.888	
CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	MIF	TNFRSF14	True	False	True	I2D,IntAct	False	0.353	0.995		0.913	0.875		0.82		0.787	0.856	1.074				0.858	0.93		0.777	0.977		0.906	0.832	0.814	0.807		0.725	0.686		0.632		0.599	0.667	0.886				0.67	0.742		0.589	0.789		0.717	0.644	0.626	0.734		0.652	0.614		0.56		0.526	0.595	0.814				0.598	0.67		0.517	0.717		0.645	0.572	0.553	0.927		0.844	0.806		0.752		0.718	0.787	1.006				0.79	0.862		0.709	0.909		0.837	0.764	0.746	0.58		0.498	0.459						0.659					0.515			0.562		0.49			1.106		1.024	0.985		0.931		0.898	0.966	1.185	0.868			0.969	1.041		0.888	1.088		1.016	0.943	0.925																							1.26		1.178	1.139		1.085		1.052	1.12	1.339	1.022			1.123	1.195		1.042	1.242		1.17	1.097	1.079																																													1.0									1.08													0.705		0.623	0.584		0.53			0.565	0.784				0.568	0.64		0.487	0.687		0.615	0.542	0.524	0.883		0.801	0.763		0.708		0.675	0.744	0.963				0.746	0.818		0.665	0.865		0.794	0.72	0.702																							0.925		0.842	0.804		0.75		0.716	0.785	1.004				0.788	0.86		0.707	0.907		0.835	0.762	0.744																																													0.848		0.766	0.728		0.674		0.64	0.709	0.928				0.712	0.783		0.63	0.831		0.759	0.686	0.667	0.603		0.521	0.482						0.682				0.466	0.538			0.585		0.513												0.568													0.645									0.724								0.627					0.662		0.58	0.542						0.742				0.526	0.598			0.645		0.573		0.481
CPI-SS014958F32	LGALS9_CD47	simple:O00182	simple:Q08722	LGALS9	CD47	True	False	True	InnateDB-All	False	0.362	0.697		0.483	0.47		0.591	0.567	0.384			0.714				0.535			0.474		0.39	0.531		0.71		0.496	0.483		0.605	0.58	0.397			0.728				0.548			0.487		0.404	0.545		0.597		0.384	0.371		0.492	0.467				0.615				0.436			0.375			0.432		0.625		0.411	0.398		0.52	0.495				0.643				0.464			0.403		0.319	0.46																								0.692		0.479	0.465		0.587	0.562				0.71				0.531			0.47		0.386	0.527		0.681		0.468	0.454		0.576	0.551	0.369			0.699				0.52			0.459		0.375	0.516		0.589					0.484	0.459				0.607				0.428						0.424																								0.876		0.662	0.649		0.771	0.746	0.563			0.893				0.714			0.653		0.569	0.71																																														0.694		0.48	0.467		0.589	0.564	0.381			0.712				0.533			0.472		0.388	0.529																								0.754		0.54	0.527		0.649	0.624	0.441			0.771		0.334		0.592	0.331	0.329	0.531		0.448	0.589																								0.616		0.402	0.389		0.511	0.486				0.634				0.455			0.394		0.31	0.451		0.628		0.414	0.401		0.523	0.498				0.646				0.466			0.405			0.463		0.782		0.568	0.555		0.677	0.652	0.469			0.8		0.362		0.62	0.359	0.357	0.559		0.476	0.617		0.775		0.561	0.548		0.67	0.645	0.462			0.793		0.356		0.613	0.352	0.35	0.552		0.469	0.61		0.672		0.459	0.445		0.567	0.542				0.69				0.511			0.45		0.366	0.507		0.781		0.567	0.554		0.676	0.651	0.468			0.799		0.361		0.619	0.358	0.356	0.558		0.475	0.616	
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	CD74	MIF	True	True	False	I2D,InnateDB-All	False	0.44	2.797	2.609	2.537	2.729	2.382	2.908		3.062	2.333	2.243	2.803	2.507	2.685		2.727	2.193	2.184	2.651	2.405	2.291	2.447	2.465																							1.282					1.393		1.547															1.936	1.748	1.675	1.868	1.521	2.047		2.201			1.941	1.646	1.824		1.865	1.331	1.323	1.789	1.544	1.429	1.586	1.603	1.442	1.254		1.374		1.553		1.707					1.33		1.372			1.295					1.725	1.536	1.464	1.656		1.835		1.989				1.434	1.613		1.654			1.578				1.392	1.865	1.676	1.604	1.796	1.449	1.975		2.129			1.87	1.574	1.753		1.794			1.718	1.472	1.358	1.514	1.532																																													2.127	1.938	1.866	2.058		2.237		2.391			2.132	1.836	2.015		2.056			1.98				1.794																																													1.813	1.624	1.552	1.744	1.397	1.923		2.077			1.818	1.522	1.701		1.742			1.666	1.42	1.306	1.463	1.48																							1.921	1.732	1.66	1.852	1.505	2.031		2.185		1.366	1.926	1.63	1.809		1.85	1.316	1.307	1.774	1.529	1.414	1.571	1.588	1.635	1.447	1.375	1.567		1.746		1.9				1.345	1.523		1.565			1.489	1.243			1.303																																													2.521	2.332	2.26	2.452	2.105	2.631		2.785	2.056	1.966	2.526	2.23	2.409		2.45	1.916	1.907	2.374	2.128	2.014	2.17	2.188	1.93	1.742	1.67	1.862	1.515	2.041		2.195			1.935	1.64	1.818		1.86	1.326	1.317	1.783	1.538	1.424	1.58	1.598	2.528	2.34	2.268	2.46	2.113	2.639		2.793	2.064	1.974	2.534	2.238	2.416		2.458	1.924	1.915	2.382	2.136	2.022	2.178	2.196	2.382	2.194	2.122	2.314	1.967	2.493		2.647	1.918	1.828	2.388	2.092	2.27		2.312	1.778	1.769	2.236	1.99	1.876	2.032	2.05
CPI-CS0107C51C6	BMPR1B_BMPR2_BMP4	complex:BMPR1B_BMPR2	simple:P12644		BMP4	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-CS0CFA0E4C5	BMPR1A_BMPR2_GDF7	complex:BMPR1A_BMPR2	simple:Q7Z4P5		GDF7	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-CS0FB8775FC	IL5 receptor_IL5	complex:IL5 receptor	simple:P05113		IL5	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SC036D78A43	COL2A1_a2b1 complex	simple:P02458	complex:a2b1 complex	COL2A1		True	False	False	curated	True	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SC05CCF815E	COL1A2_a2b1 complex	simple:P08123	complex:a2b1 complex	COL1A2		True	False	False	curated	True	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-CS027F8BD7E	BMR1B_AVR2B_GDF6	complex:BMR1B_AVR2B	simple:Q6KF10		GDF6	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SC054484F7B	COL3A1_a2b1 complex	simple:P02461	complex:a2b1 complex	COL3A1		True	False	False	curated	True	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-CS0546460D1	BMR1A_AVR2B_GDF6	complex:BMR1A_AVR2B	simple:Q6KF10		GDF6	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SC0CA7B34A5	COL5A2_a2b1 complex	simple:P05997	complex:a2b1 complex	COL5A2		True	False	False	curated	True	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-CS0BE59B43E	BMR1A_AVR2B_BMP2	complex:BMR1A_AVR2B	simple:P12643		BMP2	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-CS08A043594	BMR1B_AVR2A_BMP2	complex:BMR1B_AVR2A	simple:P12643		BMP2	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-CS063AE1C91	IL6 receptor_IL6	complex:IL6 receptor	simple:P05231		IL6	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-CS0D9226707	BMR1B_AVR2A_GDF6	complex:BMR1B_AVR2A	simple:Q6KF10		GDF6	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-CS04C402DFB	BMR1A_ACR2A_GDF6	complex:BMR1A_ACR2A	simple:Q6KF10		GDF6	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-CS0E54FF657	BMPR1A_BMPR2_BMP4	complex:BMPR1A_BMPR2	simple:P12644		BMP4	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-CS075442484	BMR1A_ACR2A_BMP2	complex:BMR1A_ACR2A	simple:P12643		BMP2	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
