id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B cell|B cell	B cell|Basal	B cell|CTL	B cell|Ciliated	B cell|Ciliated-diff	B cell|IRC	B cell|Ionocyte	B cell|MC	B cell|MoMa	B cell|NKT	B cell|NKT-p	B cell|Secretory	B cell|Secretory-diff	B cell|Squamous	B cell|Treg	B cell|moDC	B cell|nrMa	B cell|pDC	B cell|rMa	Basal|B cell	Basal|Basal	Basal|CTL	Basal|Ciliated	Basal|Ciliated-diff	Basal|IRC	Basal|Ionocyte	Basal|MC	Basal|MoMa	Basal|NKT	Basal|NKT-p	Basal|Secretory	Basal|Secretory-diff	Basal|Squamous	Basal|Treg	Basal|moDC	Basal|nrMa	Basal|pDC	Basal|rMa	CTL|B cell	CTL|Basal	CTL|CTL	CTL|Ciliated	CTL|Ciliated-diff	CTL|IRC	CTL|Ionocyte	CTL|MC	CTL|MoMa	CTL|NKT	CTL|NKT-p	CTL|Secretory	CTL|Secretory-diff	CTL|Squamous	CTL|Treg	CTL|moDC	CTL|nrMa	CTL|pDC	CTL|rMa	Ciliated|B cell	Ciliated|Basal	Ciliated|CTL	Ciliated|Ciliated	Ciliated|Ciliated-diff	Ciliated|IRC	Ciliated|Ionocyte	Ciliated|MC	Ciliated|MoMa	Ciliated|NKT	Ciliated|NKT-p	Ciliated|Secretory	Ciliated|Secretory-diff	Ciliated|Squamous	Ciliated|Treg	Ciliated|moDC	Ciliated|nrMa	Ciliated|pDC	Ciliated|rMa	Ciliated-diff|B cell	Ciliated-diff|Basal	Ciliated-diff|CTL	Ciliated-diff|Ciliated	Ciliated-diff|Ciliated-diff	Ciliated-diff|IRC	Ciliated-diff|Ionocyte	Ciliated-diff|MC	Ciliated-diff|MoMa	Ciliated-diff|NKT	Ciliated-diff|NKT-p	Ciliated-diff|Secretory	Ciliated-diff|Secretory-diff	Ciliated-diff|Squamous	Ciliated-diff|Treg	Ciliated-diff|moDC	Ciliated-diff|nrMa	Ciliated-diff|pDC	Ciliated-diff|rMa	IRC|B cell	IRC|Basal	IRC|CTL	IRC|Ciliated	IRC|Ciliated-diff	IRC|IRC	IRC|Ionocyte	IRC|MC	IRC|MoMa	IRC|NKT	IRC|NKT-p	IRC|Secretory	IRC|Secretory-diff	IRC|Squamous	IRC|Treg	IRC|moDC	IRC|nrMa	IRC|pDC	IRC|rMa	Ionocyte|B cell	Ionocyte|Basal	Ionocyte|CTL	Ionocyte|Ciliated	Ionocyte|Ciliated-diff	Ionocyte|IRC	Ionocyte|Ionocyte	Ionocyte|MC	Ionocyte|MoMa	Ionocyte|NKT	Ionocyte|NKT-p	Ionocyte|Secretory	Ionocyte|Secretory-diff	Ionocyte|Squamous	Ionocyte|Treg	Ionocyte|moDC	Ionocyte|nrMa	Ionocyte|pDC	Ionocyte|rMa	MC|B cell	MC|Basal	MC|CTL	MC|Ciliated	MC|Ciliated-diff	MC|IRC	MC|Ionocyte	MC|MC	MC|MoMa	MC|NKT	MC|NKT-p	MC|Secretory	MC|Secretory-diff	MC|Squamous	MC|Treg	MC|moDC	MC|nrMa	MC|pDC	MC|rMa	MoMa|B cell	MoMa|Basal	MoMa|CTL	MoMa|Ciliated	MoMa|Ciliated-diff	MoMa|IRC	MoMa|Ionocyte	MoMa|MC	MoMa|MoMa	MoMa|NKT	MoMa|NKT-p	MoMa|Secretory	MoMa|Secretory-diff	MoMa|Squamous	MoMa|Treg	MoMa|moDC	MoMa|nrMa	MoMa|pDC	MoMa|rMa	NKT|B cell	NKT|Basal	NKT|CTL	NKT|Ciliated	NKT|Ciliated-diff	NKT|IRC	NKT|Ionocyte	NKT|MC	NKT|MoMa	NKT|NKT	NKT|NKT-p	NKT|Secretory	NKT|Secretory-diff	NKT|Squamous	NKT|Treg	NKT|moDC	NKT|nrMa	NKT|pDC	NKT|rMa	NKT-p|B cell	NKT-p|Basal	NKT-p|CTL	NKT-p|Ciliated	NKT-p|Ciliated-diff	NKT-p|IRC	NKT-p|Ionocyte	NKT-p|MC	NKT-p|MoMa	NKT-p|NKT	NKT-p|NKT-p	NKT-p|Secretory	NKT-p|Secretory-diff	NKT-p|Squamous	NKT-p|Treg	NKT-p|moDC	NKT-p|nrMa	NKT-p|pDC	NKT-p|rMa	Secretory|B cell	Secretory|Basal	Secretory|CTL	Secretory|Ciliated	Secretory|Ciliated-diff	Secretory|IRC	Secretory|Ionocyte	Secretory|MC	Secretory|MoMa	Secretory|NKT	Secretory|NKT-p	Secretory|Secretory	Secretory|Secretory-diff	Secretory|Squamous	Secretory|Treg	Secretory|moDC	Secretory|nrMa	Secretory|pDC	Secretory|rMa	Secretory-diff|B cell	Secretory-diff|Basal	Secretory-diff|CTL	Secretory-diff|Ciliated	Secretory-diff|Ciliated-diff	Secretory-diff|IRC	Secretory-diff|Ionocyte	Secretory-diff|MC	Secretory-diff|MoMa	Secretory-diff|NKT	Secretory-diff|NKT-p	Secretory-diff|Secretory	Secretory-diff|Secretory-diff	Secretory-diff|Squamous	Secretory-diff|Treg	Secretory-diff|moDC	Secretory-diff|nrMa	Secretory-diff|pDC	Secretory-diff|rMa	Squamous|B cell	Squamous|Basal	Squamous|CTL	Squamous|Ciliated	Squamous|Ciliated-diff	Squamous|IRC	Squamous|Ionocyte	Squamous|MC	Squamous|MoMa	Squamous|NKT	Squamous|NKT-p	Squamous|Secretory	Squamous|Secretory-diff	Squamous|Squamous	Squamous|Treg	Squamous|moDC	Squamous|nrMa	Squamous|pDC	Squamous|rMa	Treg|B cell	Treg|Basal	Treg|CTL	Treg|Ciliated	Treg|Ciliated-diff	Treg|IRC	Treg|Ionocyte	Treg|MC	Treg|MoMa	Treg|NKT	Treg|NKT-p	Treg|Secretory	Treg|Secretory-diff	Treg|Squamous	Treg|Treg	Treg|moDC	Treg|nrMa	Treg|pDC	Treg|rMa	moDC|B cell	moDC|Basal	moDC|CTL	moDC|Ciliated	moDC|Ciliated-diff	moDC|IRC	moDC|Ionocyte	moDC|MC	moDC|MoMa	moDC|NKT	moDC|NKT-p	moDC|Secretory	moDC|Secretory-diff	moDC|Squamous	moDC|Treg	moDC|moDC	moDC|nrMa	moDC|pDC	moDC|rMa	nrMa|B cell	nrMa|Basal	nrMa|CTL	nrMa|Ciliated	nrMa|Ciliated-diff	nrMa|IRC	nrMa|Ionocyte	nrMa|MC	nrMa|MoMa	nrMa|NKT	nrMa|NKT-p	nrMa|Secretory	nrMa|Secretory-diff	nrMa|Squamous	nrMa|Treg	nrMa|moDC	nrMa|nrMa	nrMa|pDC	nrMa|rMa	pDC|B cell	pDC|Basal	pDC|CTL	pDC|Ciliated	pDC|Ciliated-diff	pDC|IRC	pDC|Ionocyte	pDC|MC	pDC|MoMa	pDC|NKT	pDC|NKT-p	pDC|Secretory	pDC|Secretory-diff	pDC|Squamous	pDC|Treg	pDC|moDC	pDC|nrMa	pDC|pDC	pDC|rMa	rMa|B cell	rMa|Basal	rMa|CTL	rMa|Ciliated	rMa|Ciliated-diff	rMa|IRC	rMa|Ionocyte	rMa|MC	rMa|MoMa	rMa|NKT	rMa|NKT-p	rMa|Secretory	rMa|Secretory-diff	rMa|Squamous	rMa|Treg	rMa|moDC	rMa|nrMa	rMa|pDC	rMa|rMa
CPI-SC07BE7830D	SPP1_a4b1 complex	simple:P10451	complex:a4b1 complex	SPP1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0384572FE	ACVR_1B2B receptor_GDF11	complex:ACVR_1B2B receptor	simple:O95390		GDF11	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC01833C7FC	PLA2G2A_a4b1 complex	simple:P14555	complex:a4b1 complex	PLA2G2A		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC09938698A	CSPG4_a3b1 complex	simple:Q6UVK1	complex:a3b1 complex	CSPG4		False	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS06C0EEFCB	ACVR_1B2B receptor_GDF10	complex:ACVR_1B2B receptor	simple:P55107		GDF10	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0D48BE017	IL2 receptor_HA_IL2	complex:IL2 receptor_HA	simple:P60568		IL2	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC09AF1889C	IFNA8_Type I IFNR	simple:P32881	complex:Type I IFNR	IFNA8		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS04F78ACD6	ACVR_1B2A receptor_GDF11	complex:ACVR_1B2A receptor	simple:O95390		GDF11	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0BA342294	IL17 receptor AE_IL17C	complex:IL17 receptor AE	simple:Q9P0M4		IL17C	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0A9EB628A	VCAM1_a4b1 complex	simple:P19320	complex:a4b1 complex	VCAM1		False	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0AED3F8E8	ACVR_1B2B receptor_MSTN	complex:ACVR_1B2B receptor	simple:O14793		MSTN	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	FN1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS067298D94	FLT1 complex_VEGFA	complex:FLT1 complex	simple:P15692		VEGFA	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0558AB6A5	IL17 receptor AC_IL17F	complex:IL17 receptor AC	simple:Q96PD4		IL17F	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS073D36B1D	FLT1 complex_PGF	complex:FLT1 complex	simple:P49763		PGF	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS077F1340A	FLT1 complex_VEGFB	complex:FLT1 complex	simple:P49765		VEGFB	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS09F35DDEB	ACVR_1B2A receptor_MSTN	complex:ACVR_1B2A receptor	simple:O14793		MSTN	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E0C50FCA	COL14A1_a2b1 complex	simple:Q05707	complex:a2b1 complex	COL14A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC058845C44	COL8A1_a2b1 complex	simple:P27658	complex:a2b1 complex	COL8A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC03DD946B2	TGFB2_TGFbeta receptor1	simple:P61812	complex:TGFbeta receptor1	TGFB2		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC00BE2EEE3	COL20A1_a1b1 complex	simple:Q9P218	complex:a1b1 complex	COL20A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC004A436C5	COL12A1_a1b1 complex	simple:Q99715	complex:a1b1 complex	COL12A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC07A2679B1	IFNA17_Type I IFNR	simple:P01571	complex:Type I IFNR	IFNA17		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC040B3EFBC	COL22A1_a1b1 complex	simple:Q8NFW1	complex:a1b1 complex	COL22A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0D7F33CFB	COL27A1_a1b1 complex	simple:Q8IZC6	complex:a1b1 complex	COL27A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC091D10DFA	IFNB1_Type I IFNR	simple:P01574	complex:Type I IFNR	IFNB1		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08BF895FC	COL13A1_a1b1 complex	simple:Q5TAT6	complex:a1b1 complex	COL13A1		False	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC032246C72	TGFB2_TGFbeta receptor2	simple:P61812	complex:TGFbeta receptor2	TGFB2		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC090DB3159	COL24A1_a1b1 complex	simple:Q17RW2	complex:a1b1 complex	COL24A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0BA41B0D3	COL19A1_a1b1 complex	simple:Q14993	complex:a1b1 complex	COL19A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E16B866E	IFNW1_Type I IFNR	simple:P05000	complex:Type I IFNR	IFNW1		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0C1B5BAA1	IFNA6_Type I IFNR	simple:P05013	complex:Type I IFNR	IFNA6		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0EC4B9BBD	IFNA4_Type I IFNR	simple:P05014	complex:Type I IFNR	IFNA4		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0B0AFEFF1	IFNA16_Type I IFNR	simple:P05015	complex:Type I IFNR	IFNA16		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0D089F0A9	IFNK_Type I IFNR	simple:Q9P0W0	complex:Type I IFNR	IFNK		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0BD4C290F	COL14A1_a1b1 complex	simple:Q05707	complex:a1b1 complex	COL14A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC01115AAD1	COL10A1_a1b1 complex	simple:Q03692	complex:a1b1 complex	COL10A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0C57A3081	PlexinA1_complex1_SEMA6D	complex:PlexinA1_complex1	simple:Q8NFY4		SEMA6D	False	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0EB8DC52F	CD47_SIRB1 complex	simple:Q08722	complex:SIRB1 complex	CD47		False	True	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0DDFD82E7	IL11 receptor_IL11	complex:IL11 receptor	simple:P20809		IL11	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC07B4ED8C9	IFNL1_Type III IFNR	simple:Q8IU54	complex:Type III IFNR	IFNL1		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08AA91C84	COL17A1_a1b1 complex	simple:Q9UMD9	complex:a1b1 complex	COL17A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0AF90F422	IFNA14_Type I IFNR	simple:P01570	complex:Type I IFNR	IFNA14		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC05D87F723	COL6A6_a2b1 complex	simple:A6NMZ7	complex:a2b1 complex	COL6A6		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0606C6896	COL6A5_a2b1 complex	simple:A8TX70	complex:a2b1 complex	COL6A5		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS00BF6CD40	IL13 receptor_IL4	complex:IL13 receptor	simple:P05112		IL4	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0859FAC25	IFNE_Type I IFNR	simple:Q86WN2	complex:Type I IFNR	IFNE		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC064937925	IFNA1_Type I IFNR	simple:P01562	complex:Type I IFNR	IFNA1		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC039D075C6	COL15A1_a2b1 complex	simple:P39059	complex:a2b1 complex	COL15A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0B4211EFF	IFNA2_Type I IFNR	simple:P01563	complex:Type I IFNR	IFNA2		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC070D5A96F	JAM2_a4b1 complex	simple:P57087	complex:a4b1 complex	JAM2		False	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC077EB8064	IFNA10_Type I IFNR	simple:P01566	complex:Type I IFNR	IFNA10		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0B6162857	IFNA7_Type I IFNR	simple:P01567	complex:Type I IFNR	IFNA7		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC035134F18	COL5A1_a2b1 complex	simple:P20908	complex:a2b1 complex	COL5A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08F797F90	COL9A1_a2b1 complex	simple:P20849	complex:a2b1 complex	COL9A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC03C093767	COL10A1_a2b1 complex	simple:Q03692	complex:a2b1 complex	COL10A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0E4E54E13	COL11A2_a2b1 complex	simple:P13942	complex:a2b1 complex	COL11A2		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0814068D9	COL6A2_a2b1 complex	simple:P12110	complex:a2b1 complex	COL6A2		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08D8A859F	COL6A1_a2b1 complex	simple:P12109	complex:a2b1 complex	COL6A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC07222A428	COL4A2_a2b1 complex	simple:P08572	complex:a2b1 complex	COL4A2		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC05CCF815E	COL1A2_a2b1 complex	simple:P08123	complex:a2b1 complex	COL1A2		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0CA7B34A5	COL5A2_a2b1 complex	simple:P05997	complex:a2b1 complex	COL5A2		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC01FFC9392	FN1_a2b1 complex	simple:P02751	complex:a2b1 complex	FN1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC02392F4AF	COL4A1_a2b1 complex	simple:P02462	complex:a2b1 complex	COL4A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC054484F7B	COL3A1_a2b1 complex	simple:P02461	complex:a2b1 complex	COL3A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC036D78A43	COL2A1_a2b1 complex	simple:P02458	complex:a2b1 complex	COL2A1		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC09458C6C0	IFNA5_Type I IFNR	simple:P01569	complex:Type I IFNR	IFNA5		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC0A8A78670	IFNA21_Type I IFNR	simple:P01568	complex:Type I IFNR	IFNA21		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC023986FB9	MSTN_TGFR_AVR2A	simple:O14793	complex:TGFR_AVR2A	MSTN		True	False	True	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC062C5C6C2	PLA2G2A_a5b1 complex	simple:P14555	complex:a5b1 complex	PLA2G2A		True	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-SC08E97F7CA	VCAM1_a4b7 complex	simple:P19320	complex:a4b7 complex	VCAM1		False	False	False	curated	True	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0860DA460	ACVR_1A2B receptor_BMP8A	complex:ACVR_1A2B receptor	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS090FFEDFE	BMPR1A_BMPR2_BMP8A	complex:BMPR1A_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0484364A2	BMPR1B_BMPR2_BMP8A	complex:BMPR1B_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0C091F24B	BMR1A_ACR2A_BMP8A	complex:BMR1A_ACR2A	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS07557A266	MIS receptor 1_AMH	complex:MIS receptor 1	simple:P03971		AMH	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS017A50010	BMR1A_AVR2B_BMP8A	complex:BMR1A_AVR2B	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS01319F57A	BMR1B_AVR2A_BMP8A	complex:BMR1B_AVR2A	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS03DF8BD36	BMR1B_AVR2B_BMP8A	complex:BMR1B_AVR2B	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0924060DB	ACVR_1C2A receptor_INHBA	complex:ACVR_1C2A receptor	simple:P08476		INHBA	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0CE2A204A	ACVR_1A2A receptor_BMP8A	complex:ACVR_1A2A receptor	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0B79F5D68	ACVR_1C2B receptor_INHBA	complex:ACVR_1C2B receptor	simple:P08476		INHBA	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0D4BB4458	MIS receptor 3_AMH	complex:MIS receptor 3	simple:P03971		AMH	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS007ADC2D1	ACVR_1C2A receptor_INHBB	complex:ACVR_1C2A receptor	simple:P09529		INHBB	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0A5400A6A	ACVR_1C2B receptor_INHBB	complex:ACVR_1C2B receptor	simple:P09529		INHBB	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0A9D23000	NKG2D II receptor_MICB	complex:NKG2D II receptor	simple:Q29980		MICB	False	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS03037FE90	IL3 receptor_IL3	complex:IL3 receptor	simple:P08700		IL3	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0A659AAAD	IL28 receptor_IFNL3	complex:IL28 receptor	simple:Q8IZI9		IFNL3	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0317FAF76	IL26 receptor_IL26	complex:IL26 receptor	simple:Q9NPH9		IL26	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0A8A0A053	IL22 receptor_IL22	complex:IL22 receptor	simple:Q9GZX6		IL22	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0E54FF657	BMPR1A_BMPR2_BMP4	complex:BMPR1A_BMPR2	simple:P12644		BMP4	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0F670E8BC	MIS receptor 2_AMH	complex:MIS receptor 2	simple:P03971		AMH	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0AEE2FB22	ACVR1_BMPR2_BMP8A	complex:ACVR1_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0C0D60519	BMR1B_AVR2B_BMP6	complex:BMR1B_AVR2B	simple:P22004		BMP6	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
CPI-CS0921BB754	BMR1B_AVR2A_BMP6	complex:BMR1B_AVR2A	simple:P22004		BMP6	True	True	False	curated	False	1.371																																																																																																																																																																																																																																																																																																																																																																									
